SNP ID,№ каталога ВИР,Дата посева,Посев-начало всходов (дней),Начало всходов-начало цветения (дней),Начало всходов-конец цветения (дней),Начало цветения-конец цветения (дней),Начало цветения- начало созревания (дней),Начало всходов- начало созревания (дней),Начало всходов- полное созревание (дней),Начало созревания-полное созревание (дней),Цветок - окраска,Стебель окраска,Форма куста,Размер листочка,Цветоножка (окраска),Аскохитоз (поражение),Аскохитоз (устойчивость),Стебель- ветвистость (балл),Стебель  длина ветвей 1-го порядка,Стебель - характер ветвления (ветви 1-го порядка),Стебель - характер ветвления (ветви 2-го порядка),Осыпаемость бобов,Растрескиваемость бобов,Ptht 1,Ptht 2,Ptht 3,Ptht 4,Ptht 5,Hlp 1,Hlp 2,Hlp 3,Hlp 4,Hlp 5,Byld 1,Byld 2,Byld 3,Byld 4,Byld 5,WpWp 1,WpWp 2,WpWp 3,WpWp 4,WpWp 5,PPP 1,PPP 2,PPP 3,PPP 4,PPP 5,SPP 1,SPP 2,SPP 3,SPP 4,SPP 5,SYDS 1,SYDS 2,SYDS 3,SYDS 4,SYDS 5,PodSH,PDL 1,PDL 2,PDL 3,PDL 4,PDL 5,PDW 1,PDW 2,PDW 3,PDW 4,PDW 5,SSH,SCO,TSW
VE0111_0192,192,2016-04-28,8,38,54,16,42,80,95,15,3,3,3,3,7,1,9,9,5,7,7,2,2,60,55,53,60,60,21,21,25,30,30,37.1,42.5,23.6,30.9,25,12.2,18.5,11.2,13.9,10.2,99,78,48,60,48,110,89,63,781,58,13.2,12.8,8.9,10.4,8.1,7,18,20,18,18,18,8,8,8,8,8,3,10,145
VE0112_0450,450,2016-04-28,7,35,54,19,44,79,90,11,3,5,3,3,7,1,9,7,5,7,5,1,1,56,53,62,61,65,25,18,20,30,25,17.2,31.3,48.9,61.1,51.2,6.5,15.3,22.6,23.3,24.6,30,50,76,102,80,48,46,96,137,106,7.3,8.8,15.8,22.5,18.9,7,19,19,20,19,20,8,8,8,8,8,3,10,145
VE0113_0687,687,2016-04-28,7,36,55,19,44,80,89,9,3,5,3,5,7,3,7,7,5,5,5,1,2,60,60,60,65,56,20,13,25,20,13,45.1,54,42.6,52.4,70.7,23.5,24.9,11.7,18.3,24.3,57,86,86,109,122,84,127,112,144,167,13.4,17.6,17.3,21.8,25.9,7,21,21,20,20,20,8,8,8,8,8,3,10,185
VE0114_0688,688,2016-04-28,7,36,55,19,47,83,100,17,3,5,3,5,7,3,7,7,5,5,5,1,2,60,73,55,53,58,23,29,19,20,20,29.3,38.1,41.6,41.8,34.9,17.2,14.2,20.9,20.9,15.6,35,48,62,52,52,45,71,75,80,67,9,12.6,12.3,12.6,10.3,7,20,22,20,21,20,9,10,9,9,10,3,10,170
VE0115_0689,689,2016-04-28,7,40,55,15,41,81,94,13,3,5,3,5,7,1,9,5,5,5,5,1,2,60,56,56,60,63,32,17,25,33,27,29.4,51.8,40.3,36.7,45.5,15.4,32,22.1,25,23.7,36,58,49,44,51,54,79,57,51,66,10.3,12.6,11.1,8.8,14.2,7,21,22,22,22,20,10,11,10,10,10,3,11,195
VE0116_0690,690,2016-04-28,7,34,54,20,46,80,91,11,3,5,3,5,7,5,5,9,3,7,7,1,2,51,53,43,45,55,27,25,21,25,20,14.6,20.3,17.4,20.2,40.6,6.5,8.7,5.8,5.3,15.9,27,34,39,38,74,33,39,36,52,97,4.8,6.7,5.3,7.7,16.2,7,18,20,17,19,18,9,10,9,10,9,3,10,150
VE0117_0692,692,2016-04-28,7,35,56,21,49,84,103,19,3,5,3,5,7,5,5,9,5,7,7,2,2,50,55,60,62,50,20,25,20,23,20,41.9,27.4,22.4,38.3,90.4,10.1,11,8.6,24.4,35.7,117,80,53,56,189,173,95,75,71,234,20.8,11.8,8.9,8.7,26.8,7,17,17,16,18,19,9,9,8,9,9,3,14,125
VE0118_0693,693,2016-04-28,7,36,56,20,48,84,103,19,3,7,3,3,7,5,5,9,3,7,7,1,2,60,57,53,56,53,12,22,23,20,17,56.2,31.3,29.8,21.3,29.6,31.9,14.5,14.6,12.1,11.4,66,65,54,32,53,94,86,77,41,75,13.3,11.2,10.6,5.4,11.7,7,19,20,16,19,22,8,8,8,9,10,3,10,135
VE0119_0694,694,2016-04-28,7,33,55,22,49,82,100,18,3,5,3,3,7,5,5,7,3,5,5,1,2,45,53,45,65,53,20,15,20,17,20,17.3,21.7,18.3,75.2,29.8,5.3,10.4,5.7,36.6,16,43,43,44,49,140,58,60,63,66,185,7.5,7.6,8,9,22.7,7,20,18,20,19,19,8,8,10,10,8,3,10,135
VE0120_0695,695,2016-04-28,7,40,55,15,42,82,100,18,3,7,3,5,7,5,5,7,3,5,5,1,2,63,75,77,70,73,35,30,24,35,25,25.4,46.2,31.8,13.9,138,14.8,28.2,19.4,8.6,88.3,30,47,30,24,120,39,55,43,22,121,6.6,8,5.9,4.1,20.5,7,25,20,25,23,25,11,10,11,11,11,3,10,175
VE0121_0726,726,2016-04-28,8,36,54,18,43,79,90,11,3,7,3,5,7,5,5,9,5,7,7,1,2,50,52,51,50,52,17,13,22,19,17,19.4,72.6,24.8,38.5,38.2,4.4,15.6,6.9,7.9,9.9,48,182,66,102,38,55,227,92,133,131,9.7,32.9,13.2,20.6,20.6,7,21,20,20,20,20,9,9,9,9,9,3,14,165
VE0122_0727,727,2016-04-28,7,36,54,18,48,84,103,19,3,7,3,5,7,5,5,9,5,7,7,1,2,45,57,55,50,55,17,22,19,19,25,26.7,21.4,34,17.4,25.2,17.1,10.6,14,9.3,8.9,57,32,78,32,54,76,36,89,43,68,9.3,5.7,12.9,6,10,7,18,19,18,19,18,8,8,8,8,8,3,11,190
VE0123_0728,728,2016-04-28,8,33,53,20,48,81,95,14,3,7,3,5,7,3,7,7,5,5,5,1,2,50,45,55,45,40,15,13,13,13,13,36.3,54.1,25.3,35.5,37.1,10.7,20.6,7.9,7.9,8,91,103,68,111,118,136,161,85,169,147,17.1,21.9,11.1,19.8,15.5,7,19,20,17,19,20,8,9,8,8,7,3,11,140
VE0124_0729,729,2016-04-28,8,34,52,18,47,81,95,14,3,7,3,5,7,5,5,9,5,5,5,1,2,45,55,50,43,40,12,15,15,13,13,36.4,64,55.8,31.7,29.2,11,24.1,24.5,9.3,10.2,103,148,124,89,73,119,185,154,103,25,14.4,23.2,19,10.6,11.3,7,18,18,20,18,18,7,8,9,8,9,3,11,120
VE0125_0730,730,2016-04-28,7,34,54,20,48,82,96,14,3,7,3,5,7,5,5,5,3,1,5,1,1,50,55,50,55,45,25,30,30,27,25,24.2,11.3,10.6,8.5,8.5,5.7,2.9,5.9,4.5,3.5,75,19,18,21,22,35,237,25,35,33,10.7,4.4,3.3,2.8,3.5,7,20,20,20,20,18,10,7,8,9,8,3,13,140
VE0126_0731,731,2016-04-28,7,35,55,20,47,82,96,14,3,7,3,5,7,5,5,9,5,5,5,1,1,45,55,43,45,45,25,30,21,20,19,23.5,20.7,21.2,18.5,27.5,12.4,8.6,9.7,7.3,8.5,48,47,55,46,65,49,54,45,51,75,6.5,8.4,4.7,5.1,11.3,7,18,17,17,17,17,8,9,8,9,8,3,12,160
VE0127_0732,732,2016-04-28,8,37,60,23,37,74,89,15,3,5,5,3,7,3,7,7,5,5,5,1,2,53,45,40,45,45,20,20,17,20,20,33.8,80.7,46.3,24.9,15.2,10.3,26,15.3,11.5,5.6,62,171,96,49,37,53,114,67,30,29,13.1,32.4,18.8,6.7,6.4,7,20,21,20,21,20,11,10,11,10,10,3,11,225
VE0128_0733,733,2016-04-28,7,40,56,16,44,84,103,19,3,5,3,5,7,3,7,7,5,1,5,1,1,60,60,60,52,50,22,23,19,19,15,34.4,16.5,33.6,28.8,27,18.2,7.7,9.6,17,14.6,60,33,91,56,55,52,126,69,55,50,8.7,6.2,15,8.2,7.7,7,20,19,19,20,19,11,10,9,10,10,3,14,155
VE0129_0734,734,2016-04-28,7,35,55,20,45,80,93,13,3,5,3,5,7,5,5,9,3,7,7,2,1,52,50,55,50,50,22,22,17,19,22,17,27.6,31.4,19.5,18.5,8.1,6.3,10.1,10.6,8.5,37,78,88,77,45,50,75,103,88,55,6.1,11.4,14.3,11.3,8,7,20,20,18,20,20,8,8,8,8,8,3,12,150
VE0130_0740,740,2016-04-28,7,40,56,16,43,83,99,16,3,7,5,5,3,3,7,9,3,7,7,1,2,55,60,60,60,65,17,19,17,17,18,135.5,154.8,42.1,43.8,90.8,30.2,67.3,25.7,27.1,25.8,197,238,99,83,93,169,205,91,66,142,34.5,42.7,18.5,10.8,28.1,7,20,20,22,20,20,8,10,11,11,11,3,11,215
VE0131_0744,744,2016-04-28,8,35,53,18,44,79,93,14,3,5,5,3,7,3,7,9,3,7,7,1,1,45,40,53,50,56,13,13,15,13,13,62.2,19.7,68.8,34.7,36.8,16.4,4.3,27,8.2,8.3,174,62,167,97,111,195,62,189,137,148,20.7,9.1,27.1,19.2,10.5,7,20,17,18,20,17,8,6,7,8,7,3,10,125
VE0132_0745,745,2016-04-28,8,32,53,21,43,75,89,14,3,5,5,5,7,5,5,9,3,7,7,2,2,55,57,52,45,56,26,22,22,20,25,15.2,9.5,20.7,18.3,23.3,10.1,6.8,9,8.3,12.7,68,41,39,50,35,61,44,38,40,28,10.5,6.8,6.2,6.3,6.2,7,19,20,18,19,19,10,10,9,9,10,3,12,190
VE0133_0746,746,2016-04-28,8,47,57,10,35,82,100,18,3,5,5,3,7,5,5,9,3,7,7,1,1,70,55,45,50,45,20,16,22,19,17,104.6,79.8,28.1,31.5,40.4,56.2,52.8,13.2,18.1,10,135,101,65,63,123,124,87,66,50,135,16.9,10,8.3,5.9,18.5,7,20,18,18,17,17,10,9,9,9,9,3,11,150
VE0134_0747,747,2016-04-28,7,34,54,20,44,78,90,12,3,7,5,3,7,5,5,7,5,7,5,1,1,40,50,47,40,40,16,17,18,17,19,7,16.7,9.2,22,9.5,4.6,6.9,4.1,4.6,4.3,30,43,19,59,26,29,55,29,79,28,2.6,7.6,2.9,10.8,3.9,7,18,17,17,17,17,7,7,7,7,7,3,10,110
VE0135_0748,748,2016-04-28,7,34,53,19,45,79,92,13,3,7,5,5,7,5,5,5,3,5,5,1,1,50,50,56,50,57,19,25,15,26,26,13.6,19.5,42.8,26.3,21.9,5.8,5.4,15,12.5,7.5,22,31,106,54,47,29,32,121,62,64,3.5,4.8,16.2,7.9,9.9,7,20,20,20,20,20,10,10,10,10,10,3,12,140
VE0136_0749,749,2016-04-28,7,36,54,18,43,79,92,13,3,7,5,5,7,3,7,7,5,5,5,1,2,53,60,53,55,50,25,27,33,29,25,20.9,18.8,10.6,13.8,20.6,7.5,5.2,6.4,6.1,5.6,49,23,50,38,58,56,32,55,52,64,9,4.8,9.1,6.3,8.8,7,20,20,20,20,20,10,10,10,10,10,3,10,170
VE0137_0754,754,2016-04-28,7,39,61,22,43,82,97,15,3,5,5,5,7,3,7,7,5,5,5,2,2,55,60,50,50,65,30,27,27,27,25,20.8,17.8,15,18,27,12.5,8.7,7.3,6.5,12.1,42,24,25,38,67,59,29,39,54,93,9.3,5.1,7.9,10.3,14.5,7,20,18,18,22,22,10,8,8,9,8,3,10,170
VE0139_0756,756,2016-04-28,7,36,54,18,44,80,93,13,3,5,5,5,7,3,7,9,5,7,7,1,1,56,55,55,63,60,23,25,26,26,26,17.8,27.7,22.6,24.3,34.1,5.7,10.6,8.7,10,9.4,47,88,58,60,88,46,81,69,66,114,7.7,12.2,10.2,8.5,15.9,7,20,18,17,18,19,9,8,7,9,7,3,13,165
VE0140_0757,757,2016-04-28,7,33,54,21,44,77,90,13,3,7,5,5,7,5,5,9,5,7,7,1,1,55,61,55,57,56,25,19,30,30,24,13.3,9.1,10,10.4,13.7,8.2,4,3.6,3.4,3.6,36,14,25,26,36,32,19,28,25,36,2.8,2.4,4.5,3.5,5.2,7,21,19,19,17,17,11,9,9,9,8,3,13,110
VE0141_0758,758,2016-04-28,7,37,54,17,40,77,89,12,3,7,5,5,7,5,5,7,5,7,7,1,1,66,73,67,62,57,41,38,40,39,38,26,27.5,24,15.3,10,14.2,11,10.8,9.5,3.8,57,65,52,31,18,66,69,62,35,25,10.2,10.3,9.1,5.2,3.4,7,21,20,21,19,18,10,10,10,9,8,3,13,175
VE0142_0760,760,2016-04-28,7,38,54,16,38,76,88,12,3,7,5,5,7,5,5,7,5,7,7,1,1,52,55,60,60,60,35,32,32,42,30,2.7,11,18.8,10.9,24.4,1.3,5,8.2,7,9.3,10,29,60,24,53,6,30,52,19,44,0.9,4.4,7,2.5,5.1,7,21,18,21,19,20,9,9,10,9,10,3,10,160
VE0143_0761,761,2016-04-28,7,36,54,18,35,71,87,16,3,7,5,5,7,1,9,7,5,7,7,1,1,62,40,57,50,50,32,22,30,27,27,25.8,15.8,7.2,12.3,13.4,10.7,7.5,3.5,3.5,6.2,62,35,26,37,37,62,29,31,40,30,10.1,4.4,5.7,5.7,4.3,7,20,19,19,19,20,10,10,9,8,9,3,10,190
VE0144_0762,762,2016-04-28,8,37,55,18,44,81,94,13,3,5,3,3,7,5,5,7,5,7,7,2,2,40,50,45,50,50,21,17,19,23,20,7.2,32.8,17.5,21.2,45.4,2.7,8.4,11.2,8.3,13.1,19,103,32,56,115,22,140,28,76,167,2.8,17.5,2.7,9.4,22.2,7,19,20,20,18,20,8,8,9,8,9,3,10,150
VE0145_0763,763,2016-04-28,8,35,53,18,40,75,87,12,3,5,5,3,7,1,9,9,5,7,7,1,2,50,53,56,56,50,23,21,21,26,23,22.3,27.5,75.6,56.5,13.7,9.5,9.8,19.8,14.3,3.7,53,82,203,140,36,69,102,32.6,20.8,51,8.4,12.1,42.1,28.6,5.4,7,20,20,19,18,19,8,8,8,8,8,3,10,140
VE0146_0764,764,2016-04-28,8,33,52,19,45,78,91,13,3,5,3,5,7,3,7,9,3,7,5,1,2,55,60,50,60,60,25,23,26,21,21,31.2,28.6,12.4,34.1,28.6,8.9,18.5,3.8,10.5,9.6,78,54,32,78,80,107,68,45,112,98,13.2,9.1,5.7,15.8,13.6,7,20,20,20,20,20,10,10,8,10,8,3,10,140
VE0147_0766,766,2016-04-28,7,36,53,17,39,75,82,7,3,5,3,3,7,5,5,3,3,1,5,2,1,66,62,50,55,50,29,32,29,27,26,21.2,9.8,6.4,178.6,15.3,10.7,6.5,6.1,9.5,7.1,99,10,10,70,46,116,18,14,72,42,15.8,2.3,2.1,7.7,4.6,7,18,18,17,20,20,7,8,7,9,9,3,10,155
VE0148_0767,767,2016-04-28,7,36,53,17,39,75,82,7,3,5,5,5,7,3,7,3,3,1,5,1,1,62,65,53,56,56,29,30,26,27,25,33.2,45.4,50.9,29.2,17.5,9.7,17.5,16.8,8.3,8.1,87,128,158,92,56,99,142,158,116,45,14.7,20.2,16.2,14.4,5.3,7,20,20,20,20,20,9,9,9,9,9,3,10,155
VE0149_0768,768,2016-04-28,8,33,52,19,41,74,81,7,3,7,3,5,7,5,5,9,7,7,7,2,1,52,43,55,48,46,20,20,16,20,22,13.6,24.5,28.5,30.9,12.7,5.8,8.9,8.7,10,6.2,34,71,84,85,33,37,118,122,119,48,5.2,12.5,13.3,13.2,6,7,18,18,20,20,19,7,9,8,8,8,3,14,145
VE0150_0769,769,2016-04-28,7,35,53,79,39,74,81,7,3,7,3,3,7,3,7,9,3,7,5,1,2,50,40,45,35,40,23,24,20,20,20,11.7,7,53.6,12.9,10.3,5.7,2.7,16.4,6.9,7,27,12,138,33,20,28,19,171,41,16,3.6,2.3,23.8,5,2.5,7,18,18,19,20,18,8,7,8,9,8,3,10,150
VE0151_0771,771,2016-04-28,7,35,54,19,41,76,86,10,3,7,3,3,7,3,7,9,5,7,5,1,2,57,45,60,50,53,25,26,20,20,21,90.2,23.6,24.7,14.6,45.2,27.2,17.6,10.6,20.3,17.6,249,33,69,157,124,316,37,88,267,170,41.1,6.7,9.2,29.6,41.4,7,20,18,20,19,19,9,9,9,9,8,3,10,190
VE0152_0772,772,2016-04-28,7,33,54,21,43,76,86,10,3,7,3,5,7,3,7,9,3,7,5,2,1,47,50,45,43,46,22,20,22,16,15,13,28.2,10.4,20.7,29.9,5.5,9.2,5.3,6.8,9.6,42,76,22,55,58,36,76,21,65,100,5.4,11.8,3,9,14.4,7,20,20,17,17,16,10,10,9,7,7,3,13,175
VE0153_0890,890,2016-04-28,7,34,54,20,43,77,85,8,3,7,3,5,7,1,9,3,3,1,5,2,1,57,47,61,53,54,20,20,26,25,23,15.7,20,28.3,13.8,20.4,5.1,6.6,6.5,4.7,14.6,34,60,79,53,24,49,75,113,77,40,5.8,9.4,14.6,9.6,4.9,7,21,19,20,19,19,11,8,9,8,9,3,13,140
VE0154_1029,1029,2016-04-28,7,36,53,17,42,78,88,10,3,7,3,5,7,3,7,9,5,7,7,1,1,40,50,52,50,45,20,16,21,21,20,15.1,15.3,14.3,6.4,15.6,6.1,5.9,7.7,2.1,3.9,39,40,42,20,50,43,48,43,27,61,5,6.3,4.9,3.3,7.2,7,19,20,18,18,18,10,9,9,10,9,3,13,140
VE0155_1210,1210,2016-04-28,8,33,53,20,43,76,83,7,3,7,3,5,7,3,7,9,3,7,5,1,1,50,55,53,60,53,28,13,20,23,22,10.2,15.5,11,15.7,19.9,3.3,4.8,4.7,6.3,6.9,27,36,24,42,51,34,47,30,47,65,4.9,6,4.2,5.7,8.1,7,20,19,19,22,20,10,8,8,10,10,3,10,165
VE0156_1211,1211,2016-04-28,8,33,52,19,43,76,84,8,3,7,5,5,7,1,9,9,3,7,5,2,1,45,48,57,58,46,18,20,26,24,25,8.3,13.1,18.1,14.9,9.8,2.2,4.1,4.8,3.7,4.7,29,32,64,47,27,41,41,73,63,30,3.8,4.7,8.6,7.4,3.6,7,19,18,18,18,20,7,8,8,8,9,3,13,140
VE0157_1404,1404,2016-04-28,8,34,53,19,43,77,88,11,3,7,5,5,7,1,9,5,3,1,5,2,1,55,60,53,60,55,23,25,15,27,27,65.4,42,44.8,45.9,45.6,19.3,12.8,13.7,27.2,16.4,169,68,100,83,94,213,61,142,54,102,30.2,10.3,18.7,8.3,16.1,7,19,20,21,20,20,9,10,10,10,9,3,10,165
VE0158_1405,1405,2016-04-28,7,34,54,20,43,77,88,11,3,7,5,5,7,1,9,3,3,1,5,2,1,50,57,45,47,56,27,25,21,22,20,8.4,18.9,8.3,12.7,22.9,2.1,5.5,3.7,5.9,8.3,26,59,24,49,89,31,62,26,52,93,4.2,6.7,2.6,5.6,11,7,21,19,19,19,17,10,9,9,9,8,3,10,135
VE0159_1406,1406,2016-04-28,8,35,53,18,41,76,87,11,3,7,3,3,7,3,7,9,3,7,7,1,1,57,60,67,63,53,20,20,25,21,17,46,55.8,40.6,23.2,47.8,5.3,16.5,10.9,8.7,12.3,137,165,36,64,154,185,171,135,56,168,23.5,27.2,19.9,7.8,20,7,22,22,22,21,20,10,10,10,9,9,3,10,150
VE0161_1411,1411,2016-04-28,7,34,53,19,42,76,86,10,3,7,5,3,7,3,7,7,3,7,7,1,1,53,55,56,51,60,25,20,13,27,20,27.4,22.7,24.8,8.8,30.8,11,5.5,11.8,3,13.3,84,65,70,27,90,97,49,58,32,74,12,5.5,5.9,3.9,8.7,7,21,21,23,22,20,9,10,10,10,10,3,13,150
VE0162_1412,1412,2016-04-28,7,35,54,19,42,77,88,11,3,5,5,3,7,1,9,9,5,7,7,1,1,53,45,47,70,60,20,21,20,23,26,9.1,21.8,26.5,43.1,46.4,7.4,7,7.2,17.7,21.3,36,79,88,105,88,23,74,96,149,107,2.3,9.9,12.1,22.2,14,7,20,20,20,18,17,8,10,8,8,8,3,10,160
VE0163_1413,1413,2016-04-28,8,33,53,20,43,76,84,8,3,7,5,3,7,3,7,9,3,7,7,1,2,60,45,47,55,63,18,20,19,17,30,32.1,20.4,23.1,24.6,22.6,6.3,6.9,6.9,7.9,7.3,99,68,62,71,61,129,57,81,80,80,20.3,8.8,11.7,11.6,12.7,7,20,18,20,20,20,10,9,10,9,9,3,10,180
VE0164_1417,1417,2016-04-28,8,39,53,14,38,77,89,12,3,3,5,5,3,1,9,7,5,5,5,2,2,71,56,60,65,70,25,25,27,29,21,38.7,40.8,30.6,45.4,88.4,25,22.9,7.2,19.9,39.9,51,54,37,78,103,49,78,61,82,133,10.1,17.5,12.2,19.5,29.4,5,25,25,25,25,25,13,13,13,13,13,3,10,345
VE0165_1423,1423,2016-04-28,8,34,53,19,42,76,83,7,3,7,5,5,7,1,9,7,5,5,5,1,2,50,50,46,50,51,13,15,23,23,23,32.3,38.8,18,8.6,23.4,9.9,12.2,8.3,3.7,9.6,78,105,39,16,48,98,128,49,26,52,15,18,6.2,3.9,8.5,7,19,19,20,19,20,8,8,10,9,8,3,10,175
VE0167_1583,1583,2016-04-28,8,34,53,19,43,77,88,11,3,7,3,5,7,5,5,5,3,5,5,2,2,53,53,53,53,46,10,25,13,26,25,49.5,12.8,22.8,8.3,11.4,21.6,10,5,5.6,6.8,88,49,25,23,20,128,58,36,26,26,18.7,9.7,4.9,3.7,3.4,7,18,20,20,18,15,9,10,10,9,9,3,10,160
VE0168_1584,1584,2016-04-28,7,34,54,20,42,76,88,12,3,7,3,5,7,1,9,5,3,5,5,2,2,60,57,56,50,55,32,17,25,23,25,4,14.3,5.3,26.5,23.7,1.7,5.6,1.9,9.8,9.4,11,39,17,73,59,10,53,20,89,83,1.5,6.1,2.4,10.6,9.2,7,19,18,18,16,18,9,9,8,8,9,3,11,135
VE0169_1586,1586,2016-04-28,8,36,54,18,41,77,88,11,3,7,5,5,7,1,9,9,5,7,5,1,2,56,60,60,60,58,22,20,24,21,19,54.1,17.4,22.3,36.8,53.9,11.3,5.7,7,11,22.4,167,66,60,119,142,194,51,74,160,124,26.3,9.1,11.1,17.7,19.2,7,20,20,20,20,16,9,9,9,8,7,3,11,150
VE0170_2178,2178,2016-04-28,9,23,39,16,35,58,68,10,3,7,3,3,7,1,9,5,5,5,5,1,1,50,62,45,33,54,18,23,21,17,17,12.5,34.6,9.8,17,33.1,3.2,12.1,2.9,3.7,16,32,74,28,50,82,36,97,34,56,86,6.4,12.5,4.6,8.2,12.3,7,17,16,17,18,16,8,7,8,8,7,3,10,170
VE0172_3036,3036,2016-04-28,8,39,60,21,41,80,91,11,1,3,5,5,3,3,7,9,5,7,5,1,2,55,50,50,50,50,27,27,21,23,20,20.7,23.1,13.4,76.6,45.2,9.3,7.9,13.9,25.1,15.3,39,60,102,140,98,42,52,107,156,103,7,9.2,20,27.9,19.2,7,22,21,22,22,25,11,9,10,11,12,3,1,180
VE0173_3461,3461,2016-04-28,8,39,60,21,41,80,91,11,1,3,3,5,3,3,7,9,5,7,5,2,2,56,53,53,53,53,28,21,23,20,25,46.5,33.5,29.4,37.1,26.6,17.2,13,8.3,20.3,9.1,86,57,61,52,56,104,57,75,54,67,17.8,10.7,14.3,10.5,11.1,7,22,23,25,25,27,11,11,10,12,11,5,1,215
VE0174_3587,3587,2016-04-28,8,39,63,24,40,79,91,12,1,3,7,5,3,1,9,9,5,7,5,2,2,60,70,63,70,70,23,27,17,27,29,162.5,64.8,86.4,8.38,64.2,79.5,24.2,41,28,40.1,177,109,127,112,94,156,88,128,104,86,38.2,25.1,32.8,29.5,23.4,7,20,20,18,19,20,10,10,8,9,10,3,1,275
VIR0002,2,2016-04-28,8,32,54,22,44,76,89,13,3,5,3,3,7,1,9,9,5,7,5,2,2,65,53,60,56,50,23,20,23,23,20,23.2,19.1,35.5,30.1,23.6,11.3,9.3,7.7,12.7,8.7,43,48,113,63,56,54,52,173,78,87,7.9,5.8,20.6,9.7,10.5,7,20,20,19,20,20,10,8,8,9,10,3,14,135
VIR0003,3,2016-04-28,8,33,67,34,44,77,91,14,3,7,1,3,7,1,9,9,5,7,5,2,2,50,57,55,53,50,19,25,27,25,17,20.3,11.8,16.3,13.1,55.3,8.6,8.3,9.2,5.3,24.5,40,12,24,22,115,54,20,36,30,167,6.8,2.4,4.6,4.2,21.5,7,19,19,20,19,20,9,8,10,8,9,3,10,155
VIR0004,4,2016-04-28,8,32,53,21,45,77,88,11,3,7,5,3,7,1,9,5,5,1,5,2,1,56,50,56,67,53,13,9,10,17,16,49.6,51.8,15.2,31.7,31.9,23.5,13.8,4.9,12.7,13.7,110,147,46,70,69,154,233,78,108,110,17.9,25.6,7.9,13.2,12.6,7,19,20,19,20,19,8,10,8,8,8,3,14,140
VIR0005,5,2016-04-28,7,37,61,24,42,79,92,13,3,5,5,3,7,1,9,9,5,7,5,1,2,51,45,52,55,50,20,17,20,21,32,42.7,37.1,26.8,36.2,27.2,19.6,20.7,14.6,18,11.3,129,52,49,54,53,175,57,70,79,88,20.4,4.4,10.1,11.7,12.7,7,20,17,18,18,20,11,8,9,8,10,3,10,150
VIR0021,21,2016-04-28,8,39,53,14,41,80,94,14,1,3,5,7,3,3,7,5,5,1,5,2,2,65,60,70,73,65,25,27,42,23,31,88.3,25,64.8,73.4,30.7,47.5,13.7,32.5,46.4,16.9,57,23,46,60,23,50,26,52,51,25,18.4,9.8,17.7,17.4,8.5,5,27,27,26,25,25,15,14,14,13,14,3,1,445
VIR0023,23,2016-04-28,8,39,66,27,41,80,94,14,1,3,5,7,3,1,9,5,5,1,5,2,2,80,62,70,65,70,32,26,23,24,32,81.5,73.7,150.7,80.9,72,56.5,39.7,100.2,48.6,45.6,20,50,71,55,39,21,58,92,58,49,5.8,16.6,20.9,19.4,15,5,22,23,25,25,25,12,13,13,15,12,3,1,405
VIR0024,24,2016-04-28,8,39,55,16,41,80,94,14,1,3,5,7,3,3,7,9,7,7,7,2,1,63,66,66,65,63,16,25,19,19,14,104.9,57.6,54.9,98.9,109.7,36.9,23.1,32.2,51.6,58.8,87,56,51,64,80,98,63,54,63,89,28.4,21.2,18,23.9,32.6,5,25,25,25,27,27,16,15,13,15,13,3,1,440
VIR0025,25,2016-04-28,8,40,67,27,42,82,96,14,1.2,3,5,5,3,5,5,9,7,1,7,1,1,45,47,63,43,70,12,17,23,17,18,11.7,16.8,34.5,22.1,59.6,3.9,6.4,19.8,8.9,23.9,54,79,59,81,194,29,60,63,58,153,3.3,5.7,10,6.8,26.4,7,20,20,17,18,15,10,10,8,10,9,3,4,115
VIR0026,26,2016-04-28,8,42,67,25,37,79,89,10,1,3,5,5,3,1,9,5,5,1,5,2,2,67,56,47,55,55,23,20,17,23,13,33.2,84.4,66.3,29.7,43.5,14.4,24.3,21.7,12.4,13.6,58,175,124,69,106,79,192,141,84,140,12.4,30.4,19.6,12.8,21.5,7,20,20,20,20,20,10,10,10,10,10,5,1,170
VIR0027,27,2016-04-28,8,39,60,21,39,78,89,11,1,3,5,5,3,3,7,7,5,1,5,2,2,42,40,40,40,33,21,17,17,22,17,9.9,17.2,15.5,11.6,9.6,4.1,5.7,3.9,3.9,3.6,38,72,73,44,47,29,68,62,52,98,2.6,5.8,5.7,5.2,3.2,7,20,19,20,20,20,10,9,10,10,9,3,2,95
VIR0028,28,2016-04-28,8,38,60,22,40,78,90,12,1,3,3,5,3,5,5,7,5,7,5,1,1,45,46,52,40,47,23,26,30,20,23,18.3,34.3,14.3,13.5,36.9,8.1,13.3,6.7,3.8,9.2,70,100,39,47,123,95,131,44,60,169,10.2,14.5,4.8,6.4,19.5,7,19,18,20,17,21,8,9,10,8,9,3,1,115
VIR0030,30,2016-04-28,8,35,60,25,43,78,90,12,1,3,3,5,3,3,7,9,5,7,5,1,1,38,38,43,52,48,13,14,14,15,16,13.6,13.5,19.7,39.2,23.5,4.5,5.1,5.6,12.4,7.8,73,83,92,168,123,65,58,82,84,75,4.1,2.9,5.1,13.1,8.6,7,18,19,19,19,18,8,8,9,8,8,7,9,90
